id,timestamp,source,rating,feedback_text,sentiment,category,issue_summary
2426,2024-02-20 15:34:49,support_ticket,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM. THIS IS THE THIRD TIME.",positive,Other,App is super easy to use with quick checkout.
1132,2024-02-20 18:30:00,app_store_review,3,Delivery person was rude and threw the bag on the floor - my milk order in Chennai,negative,Delivery,Delivery person was rude and mishandled the package.
1147,N/A,survey_comment,,THE MAP SCREEN FREEZES AND I CANNOT PLACE AN ORDER AGENT VIKRAM WAS HANDLING IT.,negative,App Bug,"Map screen freezes, preventing order placement."
2518,2024-02-02 18:30:00,app_store_review,5,"WONDERFUL, CHARGED ME TWICE, EXACTLY WHAT I WANTED TODAY",negative,Billing,Customer was charged twice for an order.
1490,2024-02-09 18:30:00,support_ticket,1,Got charged for a subscription I cancelled last month,negative,Billing,Charged for a subscription that was cancelled.
1239,2024-01-31 18:30:00,survey_comment,1,"Double deduction on my card for order, need this reversed asap - my fruits order in Pune",negative,Billing,Double deduction occurred on the card for an order.
1391,15/02/2024,support_ticket,,"Best delivery service in my city, never had an issue Agent Vikram was handling it.",positive,Delivery,Best delivery service with no issues.
1531,2024-04-02 18:30:00,app_store_review,1,The store staff was friendly when I picked up my order,positive,Staff/Support,Store staff was friendly during order pickup.
1288,2024-03-20 18:30:00,support_ticket,3,Payment failed but money got deducted from my account (order #963684),negative,Billing,Payment failed but money was deducted from the account.
2157,2024-01-14 18:30:00,support_ticket,1,"My refund still hasn't cooome after 10 days, this is ridiculous",negative,Billing,Refund has not been processed after 10 days.
1202,2024-03-08 12:50:36,support_ticket,,Search bar shows no results even for items that exist Agent Priya was handling it.!!!!,negative,App Bug,Search bar shows no results for existing items.
2062,N/A,app_store_review,1,Why is there a service fee I never agreed to on my bill Agent Rahul was handling it.!!!!,negative,Billing,Unagreed service fee appeared on the bill.
1894,2024-03-03 18:30:00,survey_comment,2,App stuck on loading screen for 5 minutes then closed (order #116398),negative,App Bug,App gets stuck on the loading screen and then closes.
1444,2024-02-13 18:30:00,app_store_review,2,The support agent was very helpful and solved my issue quickly. This is the second time.,positive,Staff/Support,Support agent was helpful and quickly resolved the issue.
1661,2024-02-01 01:10:19,survey_comment,5,"Love this app, ordering is so smooth and fast. This is the second time.",positive,Other,App is loved for its smooth and fast ordering.
1257,N/A,support_ticket,,App stuck on loading screen for 5 minutes then closed - my biryani order in Delhi,negative,App Bug,App gets stuck on the loading screen and then closes.
1684,16/02/2024,app_store_review,1,Got charged for a subscription I cancelled last month. This is the fourth time.,negative,Billing,Charged for a subscription that was cancelled.
1429,2024-02-19 18:30:00,support_ticket,1,Delivery person was rude and threw the bag on the floor (order #375617),negative,Delivery,Delivery person was rude and mishandled the package.
1078,N/A,support_ticket,2,Waited twooo hours and the order was finally cancelled by the app. This is the first time.,negative,Delivery,Order was cancelled by the app after a two-hour wait.
2231,2024-02-24 03:10:32,app_store_review,3,Food was spilled all over the bag when it reached me - my groceries order in Kolkata,negative,Delivery,Food was spilled inside the delivery bag.
1278,2024-01-11 11:59:00,support_ticket,,"Double deduction on my card for order, need this reversed asap",negative,Billing,Double deduction occurred on the card for an order.
2191,N/A,support_ticket,2,App stuck on loading screen for 5 minutes then closed (order #883968),negative,App Bug,App gets stuck on the loading screen and then closes.
1867,2024-03-22 01:41:04,support_ticket,2,Nobody from support replied to my three emails Agent Priya was handling it.,negative,Staff/Support,Support did not reply to multiple emails.
2130,2024-01-25 00:00:00,survey_comment,2,Driver could not find my building and just cancelled - my pizza order in Mumbai,negative,Delivery,Driver could not find the building and cancelled the order.
2677,N/A,survey_comment,2,La aplicacion se cierra sola cada vez que intento pagar,negative,App Bug,App crashes every time during payment attempts.
2085,2024-03-06 18:30:00,survey_comment,,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE",positive,Other,App is fantastic and reliable.
2088,2024-02-14 18:30:00,app_store_review,5,"Super easy to use and quick checkout, well done team (order #126101)",positive,Other,App is super easy to use with quick checkout.
2483,2024-02-07 18:30:00,survey_comment,2,My order arrived almost an hour late and the food was cold Agent Rahul was handling it.,negative,Delivery,Order arrived almost an hour late and the food was cold.
1021,2024-03-06 18:30:00,app_store_review,2,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE,negative,Delivery,Order was marked delivered but never arrived.
1038,2024-02-04 00:00:00,survey_comment,2,Chat support gave me copy paste answers that did not help Agent Vikram was handling it.,negative,Staff/Support,Chat support provided unhelpful copy-paste answers.
2330,2024-02-17 18:30:00,survey_comment,,Login button does nothing on the latest update - my pizza order in Pune,negative,App Bug,Login button is non-functional after the latest update.
1362,2024-02-05 18:30:00,support_ticket,4,"Great experience overall, food always fresh. This is the third time.",positive,Other,Great experience with fresh food.
1473,2024-03-11 00:00:00,survey_comment,5,"  Super easy to use and quick checkout, well done team (order #649855)   ",positive,Other,App is super easy to use with quick checkout.
1570,2024-01-10 20:07:11,support_ticket,5,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM - MY THALI ORDER IN BANGALORE",positive,Other,App is super easy to use with quick checkout.
1750,2024-01-10 18:30:00,survey_comment,2,The new version drains my battery so fast. This is the third time.,negative,App Bug,New app version drains battery quickly.
2496,26/01/2024,support_ticket,2,"Items were missing from my delivery, got only half the order (order #288526)",negative,Delivery,"Items were missing from the delivery, only half the order received."
1410,2024-01-11 18:30:00,app_store_review,1,My order arrived almost an hour late and the food was cold - my burger order in Chennai,negative,Delivery,Order arrived almost an hour late and the food was cold.
1204,2024-03-10 18:30:00,app_store_review,2,Nobody from support replied to my three emails - my milk order in Chennai,negative,Staff/Support,Support did not reply to multiple emails.
1526,2024-02-24 18:30:00,survey_comment,3,"Double deduction on my card for order, need this reversed asap (order #425469)",negative,Billing,Double deduction occurred on the card for an order.
2775,2024-02-12 18:30:00,support_ticket,4,"Best delivery service in my city, never had an issue (order #292843)",positive,Delivery,Best delivery service with no issues.
2680,2024-09-01 18:30:00,survey_comment,1,"Mera refund abhi tak nahi aaya, bahut bura service hai",negative,Billing,Refund has not been processed yet.
1938,2024-01-06 18:30:00,app_store_review,2,Food was spilled all over the bag when it reached me,negative,Delivery,Food was spilled inside the delivery bag.
2581,N/A,support_ticket,2,"Driver was rude and items were missing, also the refund never came",negative,Delivery,"Driver was rude, items were missing, and the refund has not been processed."
1512,2024-02-11 00:00:00,support_ticket,3,The map screen freezes and I cannot place an order - my milk order in Kolkata,negative,App Bug,"Map screen freezes, preventing order placement."
1214,N/A,survey_comment,2,"  Package was left at the wrong door, I never received it (order #258366)   ",negative,Delivery,Package was left at the wrong door and never received.
2276,2024-02-04 18:30:00,support_ticket,3,"My refund still hasn't come after 10 days, this is ridiculous (order #745210)",negative,Billing,Refund has not been processed after 10 days.
1583,2024-02-26 18:30:00,survey_comment,1,Waited two hours and the order was finally cancelled by the app,negative,Delivery,Order was cancelled by the app after a two-hour wait.
1100,2024-01-15 18:30:00,app_store_review,,The new version drains my battery so fast (order #147549),negative,App Bug,New app version drains battery quickly.
1433,2024-02-04 17:51:16,app_store_review,3,Why is there a service fee I never agreed to on my bill (order #953350),negative,Billing,Unagreed service fee appeared on the bill.
1053,2024-01-16 18:04:03,support_ticket,1,The new version drains my battery so fast (order #972335),negative,App Bug,New app version drains battery quickly.
2405,2024-01-18 09:05:48,survey_comment,5,"Love this app, ordering is so smooth and fast Agent Sana was handling it.",positive,Other,App is loved for its smooth and fast ordering.
2642,2024-03-11 07:56:03,survey_comment,,😡😡😡😡,negative,Other,Customer expresses strong dissatisfaction.
1067,2024-02-13 00:00:00,support_ticket,1,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD (ORDER #600935),negative,Delivery,Order arrived almost an hour late and the food was cold.
1625,2024-03-07 01:56:07,support_ticket,1,The support agent was very helpful and solved my issue quickly (order #472058),positive,Staff/Support,Support agent was helpful and quickly resolved the issue.
1113,2024-02-24 18:30:00,app_store_review,3,Order marked delivered but nothing arrived at my place Agent Neha was handling it.,negative,Delivery,Order was marked delivered but never arrived.
1077,2024-03-21 18:30:00,survey_comment,1,Coupon SAVE50 did not apply at checkout and I paid full price - my thali order in Kolkata,negative,Billing,"Coupon did not apply at checkout, resulting in full price payment."
1390,2024-01-31 18:30:00,app_store_review,2,Nobody from support replied to my three emails. This is the third time.,negative,Staff/Support,Support did not reply to multiple emails.
1476,2024-01-16 18:30:00,app_store_review,3,"Package was left at the wrong door, I never received it - my burger order in Delhi",negative,Delivery,Package was left at the wrong door and never received.
1107,2024-01-19 18:30:00,app_store_review,2,Order marked delivered but nothing arrived at my place. This is the first time.,negative,Delivery,Order was marked delivered but never arrived.
1325,2024-01-27 18:30:00,app_store_review,2,"I was charged twice for the same order, please refund the extra amount (order #700056)",negative,Billing,Customer was charged twice for the same order.
2566,26/03/2024,app_store_review,1,App crashed during payment and then it still deducted money from my card,negative,App Bug,"App crashed during payment, but money was still deducted from the card."
1939,2024-02-04 18:30:00,app_store_review,1,The store staff was friendly when I picked up my order Agent Vikram was handling it.,positive,Staff/Support,Store staff was friendly during order pickup.
